codigo,descricao,unidade,grupo_macro,subgrupo
1,Servente,h,01 - Mão de obra,01.001 - Mão de Obra Própria
2,Pedreiro,h,01 - Mão de obra,01.001 - Mão de Obra Própria
3,Carpinteiro,h,01 - Mão de obra,01.001 - Mão de Obra Própria
4,Armador,h,01 - Mão de obra,01.001 - Mão de Obra Própria
5,Pintor,h,01 - Mão de obra,01.001 - Mão de Obra Própria
6,Graniteiro,h,01 - Mão de obra,01.001 - Mão de Obra Própria
7,Colocador de Mármore,h,01 - Mão de obra,01.001 - Mão de Obra Própria
8,Ladrilhista,h,01 - Mão de obra,01.001 - Mão de Obra Própria
9,Engenheiro,mes,01 - Mão de obra,01.001 - Mão de Obra Própria
11,Mestre Geral,mes,01 - Mão de obra,01.001 - Mão de Obra Própria
13,Basalteiro,h,01 - Mão de obra,01.001 - Mão de Obra Própria
19,Motorista,mes,01 - Mão de obra,01.001 - Mão de Obra Própria
22,Vigia,mes,01 - Mão de obra,01.001 - Mão de Obra Própria
25,Encanador de Manutencao,mes,01 - Mão de obra,01.001 - Mão de Obra Própria
28,Operador de Grua,mes,01 - Mão de obra,01.001 - Mão de Obra Própria
33,Tecnico em Edificacoes,mes,01 - Mão de obra,01.001 - Mão de Obra Própria
36,Operador de Betoneira,h,01 - Mão de obra,01.001 - Mão de Obra Própria
37,Profissional,h,01 - Mão de obra,01.001 - Mão de Obra Própria
38,Ajudante,h,01 - Mão de obra,01.001 - Mão de Obra Própria
43,Limpador,h,01 - Mão de obra,01.001 - Mão de Obra Própria
44,Azulejista,h,01 - Mão de obra,01.001 - Mão de Obra Própria
608,Rejuntador,h,01 - Mão de obra,01.001 - Mão de Obra Própria
825,Telhadista,h,01 - Mão de obra,01.001 - Mão de Obra Própria
1007,Montagem Estruturas Concreto Pre-moldado,kg,01 - Mão de obra,01.001 - Mão de Obra Própria
1151,Apontador / Almoxarife,h,01 - Mão de obra,01.001 - Mão de Obra Própria
1152,Cozinheiro,h,01 - Mão de obra,01.001 - Mão de Obra Própria
1153,Encarregado Eletrecista,h,01 - Mão de obra,01.001 - Mão de Obra Própria
1155,Encarregado Hidraulica,h,01 - Mão de obra,01.001 - Mão de Obra Própria
1156,Encarregado Turma,h,01 - Mão de obra,01.001 - Mão de Obra Própria
200,Mao de Obra Pintura Superficie de Quadra Esportiva,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
206,Mao de Obra Execucao de Laje Pre-Fabricada,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
300,Mao de Obra Execucao de Alvenaria Bloco Ceramico,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
301,Mao de Obra Execucao de Alvenaria Bloco Prensil,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
310,Mao de Obra Exec. Alven. Bloco Estrut. Concreto 15,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
311,Mao de Obra Exec. Alven. Bloco Estrut. Concreto 20,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
316,Mao de Obra Exec. Alven. Vedacao Bloco Concreto 7,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
317,Mao de Obra Exec. Alven. Vedacao Bloco Concreto 10,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
318,Mao de Obra Exec. Alven. Vedacao Bloco Concreto 12,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
319,Mao de Obra Exec. Alven. Vedacao Bloco Concreto 15,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
320,Mao de Obra Exec. Alven. Vedacao Bloco Concreto 20,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
322,Mao de Obra Execucao Alvenaria Tijolo Comum e=10cm,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
323,Mao de Obra Execucao Alvenaria Tijolo Comum e=20cm,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
324,Mao de Obra Execucao Alvenaria Tijolo Furado 10cm,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
325,Mao de Obra Execucao Alvenaria Tijolo Furado 20cm,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
326,Mao de Obra Colocacao Elemento Vazado,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
327,Mao de Obra Execucao Alvenaria Tijolo Furado 18cm,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
328,Mao de Obra Execucao Alvenaria Tijolo Furado 12cm,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
329,Mao de Obra Execucao Alvenaria Tijolo Laminado 11,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
330,Mao de Obra Execucao Alvenaria Bloco 15cm,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
331,Mao de Obra Execucao Alvenaria Bloco 10cm,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
333,Mao de Obra Execucao Alvenaria Tijolo Comum e=15cm,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
334,Mao de Obra Execucao Alvenaria Tijolo Comum,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
335,Mao de Obra Execucao Alvenaria Tijolo Furado 15cm,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
400,Mao de Obra Execucao Chapisco Interno,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
401,Mao de Obra Execucao Chapisco Externo,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
402,Mao de Obra Execucao Emboco Interno,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
403,Mao de Obra Execucao Emboco Externo,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
404,Mao de Obra Execucao Reboco Interno,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
405,Mao de Obra Execucao Reboco Externo,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
406,Mao de Obra Aplicacao Massa Unica Interna,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
407,Mao de Obra Aplicacao Massa Raspada sem Emboco,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
408,Mao de Obra Colocacao de Azulejo,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
410,Mao de Obra Aplicacao Gesso Sobre Blocos Concreto,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
412,Mao de Obra Aplicacao Gesso Sobre Emboco,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
415,Mao de Obra Aplicacao Papel Parede,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
416,Mao de Obra Aplicacao Massa Unica Externa,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
417,Mao de Obra Colocacao Blokret 5cm com Rejunte,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
418,Mao de Obra Execucao Peitoril de Granilite,m,01 - Mão de obra,01.002 - Mão de obra de Terceiros
419,Mao de Obra Colocacao Piso Ceramico,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
420,Mao de Obra Colocacao Lajotao Colonial,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
421,Mao de Obra Colocacao Carpete 4mm,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
422,Mao de Obra Aplicacao Lys Spray,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
423,Mao de Obra Colocacao Forro Luxalon 84r,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
424,Mao de Obra Colocacao Paviflex,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
425,Mao de Obra Execucao Degraus Paviflex,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
426,Mao de Obra Colocacao Rodape Paviflex,m,01 - Mão de obra,01.002 - Mão de obra de Terceiros
427,Mao de Obra Colocacao Dimopiso,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
428,Mao de Obra Colocacao Piso Caco de Marmore,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
430,Mao de Obra Raspagem/Calafetacao Assoalho Madeira,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
435,Mao de Obra Colocacao Carpete 5mm,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
470,Mao de Obra Preparacao Superficie com Bianco,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
558,Mao de Obra Instalacao Central de Gas,un,01 - Mão de obra,01.002 - Mão de obra de Terceiros
606,Mao de Obra Impermeabilizacao Membrana Asfaltica,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
615,Mao de Obra Colocacao de Pedra Caxambu,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
631,Mao de Obra Exec. Alven. Bloco Concr. Estrut. 14cm,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
654,Mao de Obra Execucao Alvenaria Bloco Selecta 14cm,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
655,Mao de Obra Execucao Alvenaria Bloco Selecta 9cm,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
676,Mao de Obra Execucao Alvenaria Tijolo Comum 21cm,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
705,Mao de Obra Colocacao Caixilho 3 Folhas Linha 200,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
706,Mao de Obra Colocacao Caixilho Correr Linha 200,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
707,Mao de Obra Colocacao Caixilho Maximar Linha 200,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
751,Mao de Obra Execucao Telhado Canalete,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
752,Mao de Obra Colocacao Rufos Fibrocimento,m,01 - Mão de obra,01.002 - Mão de obra de Terceiros
754,Mao de Obra Colocacao Telhas Fibrocimento Ondulada,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
755,Mao de Obra Colocacao Cumeeira Fibrocimento,m,01 - Mão de obra,01.002 - Mão de obra de Terceiros
756,Mao de Obra Execucao de Cercas,m,01 - Mão de obra,01.002 - Mão de obra de Terceiros
764,Mao de Obra Exec. Estrutura Madeira P/Telha Fibroc,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
765,Mao de Obra Execucao Estrutura de Madeira,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
766,Mao de Obra Execucao Estrutura Metalica,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
848,Mao de Obra Aplicacao Massa Corrida,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
852,Mao de Obra Aplicacao Latex sem Massa Corrida,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
855,Mao de Obra Aplicacao Esmalte Sobre Ferro,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
856,Mao de Obra Aplicacao Oleo Sobre Madeira,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
862,Mao de Obra Aplicacao Pintura Rufos Metalicos,m,01 - Mão de obra,01.002 - Mão de obra de Terceiros
872,Mao de Obra Aplicacao Verniz Sobre Madeira,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
873,Mao de Obra Aplicacao Oleo em Rodapes,m,01 - Mão de obra,01.002 - Mão de obra de Terceiros
876,Mao de Obra Aplicacao Verniz Poliuretano,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
878,Mao de Obra Colocacao Lajota Sextavada 4cm,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
879,Mao de Obra Execucao Enceramento Portas,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
884,Mao de Obra Colocacao Forro Paraline leve,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
885,Mao de Obra Aplicacao Verniz Sobre Forro Madeira,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
886,Empreitada Forro Eucavid,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
887,Empreitada Forro Paraline Colmeia,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
888,Mao de Obra Aplicacao Verniz Assoalho,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
889,Mao de Obra Aplicacao Verniz em Rodapes Madeira,m,01 - Mão de obra,01.002 - Mão de obra de Terceiros
890,Empreitada Revestimento de Madeira,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
997,Mao de Obra Execucao Meio Fio in Loco,m,01 - Mão de obra,01.002 - Mão de obra de Terceiros
1097,Mao de Obra Instalacao Esgoto,h,01 - Mão de obra,01.002 - Mão de obra de Terceiros
1122,Mao de Obra Colocacao Esquadrias de Ferro,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
1160,Mao de Obra Execucao Ferragem com Aco CA-60,kg,01 - Mão de obra,01.002 - Mão de obra de Terceiros
1248,Mao de Obra Bombeamento Concreto Usinado,m3,01 - Mão de obra,01.002 - Mão de obra de Terceiros
1267,Mao de Obra Pintura de Calhas com Tinta Asfaltica,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
1364,Mao de Obra Instalacao Hidraulica,diária,01 - Mão de obra,01.002 - Mão de obra de Terceiros
1416,Mao de Obra Instalacao Canteiro de Obra,vb,01 - Mão de obra,01.002 - Mão de obra de Terceiros
1421,Mao de Obra Instalacao Equipamen. Combate Incendio,vb,01 - Mão de obra,01.002 - Mão de obra de Terceiros
1446,Mao de Obra Locacao / Nivelamento de Rede Esgoto,vb,01 - Mão de obra,01.002 - Mão de obra de Terceiros
1448,Mao de Obra Colocacao de Vinamipiso,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
1453,Mao de Obra Instalacao de Tubulacao Eletrica,vb,01 - Mão de obra,01.002 - Mão de obra de Terceiros
1454,Mao de Obra Enfiacao e Acabamento Eletrica,vb,01 - Mão de obra,01.002 - Mão de obra de Terceiros
1480,Mao de Obra Instalacao Sistema Cablagem Telefonica,vb,01 - Mão de obra,01.002 - Mão de obra de Terceiros
1664,Mao de Obra Lixamento Pintura Existente,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
1684,Mao de Obra Colocacao de Piso Elevado,m2,01 - Mão de obra,01.002 - Mão de obra de Terceiros
4674,CUSTAS CARTORIAIS,vb,01 - Mão de obra,01.002 - Mão de obra de Terceiros
4680,SERVICO DE LIMPEZA E HIGIENIZACAO DE CAIXA DAGUA,vb,01 - Mão de obra,01.002 - Mão de obra de Terceiros
4681,SERVICO DE LIMPEZA E HIGIENIZACAO DE CAIXA DAGUA,vb,01 - Mão de obra,01.002 - Mão de obra de Terceiros
932,Transporte Estruturas Concreto Pre-moldado,kg,01 - Mão de obra,01.005 - Transporte de Estruturas
4675,Projeto de Terraplanagem,vb,01 - Mão de obra,01.003 - Projetos
10,Transporte Equipamento Sondagem e Percussão,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
201,Estrutura de Basquetebol,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
202,Estrutura de Voleibol,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
203,Estrutura de Futsal,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
205,Demarcacao Faixa de 5cm Para Quadra Esportiva,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
284,Projeto Eletrico Combate Incendio,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
522,Projeto Alarme,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
557,Alvara Habite-se,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
561,Consumo de Agua,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
563,Projeto TV a Cabo,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
564,Projeto Porteiro Eletronico,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
594,Projeto Antena Coletiva,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
595,Projeto Portao ou Porta Automatica,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
598,Ligacao Provisoria de Agua,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
609,Aditivo Para Concreto,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
803,Aluguel Para Alojamento,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
804,Aluguel Equipamento Maquina e Ferramenta,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
805,Aluguel de Terreno,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
806,Material de Limpeza,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
807,Despesas c/ Hoteis,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
808,Despesas com Pessoal,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
809,IPMF,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
810,Outras Taxas de Aprovacao,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
811,Despesas com Telefone,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
812,Despesas de Seguros,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
814,Despesas de Seguro com Equipamento,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
815,Despesas de Seguros com Terceiros,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
816,Despesas com Depreciacoes,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
817,Outras Despesas Indiretas,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
818,Despesas com Transporte e Viagens,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
819,Despesas de Comercializacao,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
820,Compra do Edital,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
821,Outros Gastos,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
822,Juros com Capital de Giro,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
823,Juros Para Aquisicao de Equipamento,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
824,Juros com Fornecedores,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
829,Placa Agente Governamental,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
834,Mobilizacao Pessoal/Equipamentos,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
835,Desmobilizacao Pessoal/Equipamentos,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
982,Escavacao Rocha Profunda com Explosivo,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
986,Execucao Escoramento Metalico,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
987,Locacao Escoramento Metalico,m3,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
999,Empreitada Execucao e Colocacao Estaca,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1009,Taxa Instalacao Equipamento Estaqueamento,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1011,Recuperacao de Fundacoes,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1014,Prova de Carga em Fundacoes,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1030,Valor de Compra do Terreno,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1043,Despesas de Escritura,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1044,Imposto Inter-Vivos,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1056,Registro de Contrato Cartorio Reg.Titulos e Docum.,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1063,Registro Terreno no Registro de Imoveis,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1064,Registro Conv. Cond. no R.I.,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1066,Registro da Instituicao do Condomionio,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1068,Levantamento Topografico,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1074,Instalacao Equipamento Sondagem e Percussao,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1075,Sondagem a Trado,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1076,Sondagem de Percussao,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1077,Vistorias ao Terreno e Vizinhos,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1080,Projeto Arquitetonico,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1081,Projeto Eletrico,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1083,Projeto Estrutura,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1085,Projeto Geotecnico,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1086,Projeto Agua Combate Incendio,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1087,Projeto Telecomunicacoes e On Line,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1088,Projeto Hidro-Sanitario,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1089,Projeto Estrutural,m2,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1090,Instalacao Provisoria de Energia,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1092,Projeto Fundacoes,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1093,Projeto Para-Raio,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1096,Projeto Telefonico,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1098,Projeto Ar Condicionado,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1104,Projeto Comunicacao Visual,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1106,Projeto Estrutura Metalica,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1112,Projeto Gas,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1113,Projeto Paisagismo,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1115,Outros Projetos,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1117,Orcamento,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1118,Planejamento,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1120,Projeto Humanizacao,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1121,Maquetes,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1134,Consumo de Energia,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1137,Despesas Gerais,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1138,Fotocopias e Heliograficas,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1139,Material Expediente,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1145,Medicamentos Emergencia,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1147,Alvara Construcao,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1157,Placa da Obra,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1167,Despesas com Alimentacao,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1168,Despesas c/ Licitacao e Concorrencias,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1169,Manutencao e Reposicao de Equipamento,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1170,Seguro de Riscos Diversos Danos da Obra,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1171,Gratificacoes,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1172,Vale Transporte,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1173,Cofins e Pis,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1174,Crea - Conselho Regional Engenh. Arquitet. e Agron,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1175,Despesas Financeiras,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1176,Iptu,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1177,Issqn,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1178,Multas,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1179,Outras Despesas Diretas,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1180,Consultoria e Planejamento,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1181,Honorarios c/ Advogados,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1182,Consumo de Combustivel,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1183,Responsabilidade Civil do Construtor - RCC,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1189,Comissao dos Corretores,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1195,Vistoria a Vizinhos e Outros,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1196,Negativa de Orgaos Publicos,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1198,Preparo da Documentacao,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1205,Registro Contrato em Cartorio,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1220,Juros Para Aquisicao de Imoveis,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1420,Projeto Hidraulico,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1422,Material Instalacao Incendio,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1449,Prova de Carga em Terreno,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1455,Instalacao Hidraulica Material,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1456,Material Enfiacao e Acabamento,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1457,Material Instalacao Esgoto,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1461,Custo Indireto Empresar.Administr.(Escrit.Central),vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1462,Mao de Obra Instalacao Sistema Coletivo Antena VHF,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1463,Iluminacao da Obra,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1464,Antena Banda 1,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1465,Antena Banda 3,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1466,Misturador Canal Alto + Canal Baixo,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1467,Amplificador,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1468,Divisor de VHF,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1469,Tomadas com Ganho Eletrico,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1470,Baluns,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1471,Cano Sustentacao de Antenas,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1472,Conector Metalico,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1473,Cablagem Coaxial,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1474,Mao de Obra Instalacao Sistema Porteiro Eletronico,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1475,Placa,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1476,Fonte de Alimentacao,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1477,Fecho Eletromagnetico,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1478,Interfones,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1479,Cablagem,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
1481,Blocos BLI,vb,04 - Verbas,"04.002 - Verbas, Taxas e Impostos"
