codigo,descricao,ref_grupo,grupo,cod_conta,conta_financeira,unidade
1501,Telha cerâmica,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
1507,Telha shingle,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m2
7408,Cumeeria fibrocimento,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8069,Telha de fibrocimento,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8070,"Telha, conforme ABNT NBR 14513 e ABNT NBR 15310",2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
8071,Telha aço zincado,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m²
8072,Telha em alumínio,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m²
8073,Telha em aço galvanizado,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m²
8074,Telha de concreto,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8075,Telha de fibra de vidro,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8076,Calha em alumínio - material e mão de obra,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
8077,Calha em galvalume - material e mão de obra,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
8078,Calha em PVC,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
8079,Cumeeira em alumínio - material e mão de obra,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
8080,Rufo em PVC,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
8081,Estrutura metálica para cobertura,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m²
8082,Conjunto de vedação elástica para furo,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8083,Cobertura com manta Shingle Felt - material e mão de obra,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8084,Cumeeira em galvalume - material e mão de obra,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
8085,Cumeeira para telha cerâmica,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8086,Cumeeira para telha de concreto,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8087,Cumeeira para telha de fibrocimento,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8088,Rufo em alumínio - material e mão de obra,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
8089,Rufo em galvalume - material e mão de obra,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
8439,Pergolado de madeira,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8440,Pergolado metálico,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
9778,Telha Trapezoidal Térmica,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
9812,Telha king deck,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m²
10045,Mão de obra para instalação de manta TPO**,2,Materiais,2.01.06.02,Empreitada de Mão de Obra Terceiros,m2
10046,Mão de obra para instalação de telha king deck**,2,Materiais,2.01.06.02,Empreitada de Mão de Obra Terceiros,m2
10394,Cobertura,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m2
10659,Telhado verde,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m2
10821,Calhas,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
10822,Rufos,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
10860,Cumeeira Trapezoidal,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
10945,Industrialização por encomendada ,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
11333,Materiais faturamento direto - Cobertura,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m²
11644,Colarinho,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
11844,Acessórios p/ Montagem de Telhas,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m2
12461,Capa Muro Chapa Galvanizada 30cm,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m2
12566,Materiais para Coberturas e Funilaria - Subestação Urbanização,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
12578,Materiais para Peitoris e Pingadeiras em Pedra - Subestação Urbanização,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
1517,Taxa de bombeamento de concreto,2,Materiais,2.01.06.01,Serviços de Terceiros,m3
7520,"Concreto usinado estrutural, conforme ABNT NBR 12655, ABNT NBR 7212",2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m3
7970,Concreto autoadensável,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m3
8060,Piso de concreto ,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
9737,Concreto usinado - Cascata,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
9909,Conjunto para Slump Test,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
9910,Forma para corpo de Prova,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
10151,Materiais faturamento direto ,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
10250,Guias e sarjetas extrusadas (Mat + MO),2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
10256,Sarjeta em concreto (Mat + MO),2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
10259,Descida d'água de Aterro (Mat + MO),2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
10260,Valeta de proteção de aterro (Mat + MO),2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
10262,Gárgula de concreto (Mat + MO),2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
10265,Barreira new jersey (Mat + MO),2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
10267,Passeio projetado (Mat + MO),2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m2
10268,Piso-tátil projetado (Mat +MO),2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
10270,Boca de saída em concreto ,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
10453,Berço em concreto,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m2
10485,Sinal (adiantamento),2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
10528,Material para construção da balança de pesagem,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
10745,Anfiteatro,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
10780,Passeio em concreto armado (Mat + MO),2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m2
10812,Construção da área complementar,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m2
10817,Estrutura em concreto - m2,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m2
10843,Materiais para execução da estação elevatória de esgoto,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
10851,Travessia da rhama,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
10875,Edificação,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m2
11330,Materiais faturamento direto - Estrutura de concreto armado,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
11365,Materiais faturamento direto - Execução de pontes,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
11471,Material para empreitada global,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
11516,Materiais faturamento direto - Escada,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
12057,Concreto Usinado fck=25 Mpa,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m3
12182,Volume Faltante de Concreto,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m3
12381,Concreto Pré-Misturado MPA 40 com bomba Slump 12+-2 BR 0/1,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m3
12551,Materiais para Fundação - Subestação Urbanização,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
12554,Materiais para Estrutura de Concreto - Subestação Urbanização,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
12598,Materiais para Contrapisos - Subestação Urbanização,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
1523,Corrimão de madeira,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
7602,Esquadrias de madeira - janela,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7603,Esquadrias de madeira - janela maxim-ar,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7604,Esquadrias de madeira - janela veneziana,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7625,Porta de madeira,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7626,Porta de madeira de correr,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7666,Rodapé em poliestireno,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
7668,Rodapé em madeira maciça,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
7669,Rodapé em MDF,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
8368,Batente e guarnição para portas de madeira,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8371,Brise de madeira,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m2
9800,"Esquadria de madeira conforme ABNT NBR 15930-1, ABNT NBR 15930-2",2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
9801,"Porta lisa 80x210 solido laqueado completa (Batente, guarnição, fechadura e dobradiça)",2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
9802,"Porta lisa 92x210 solido laqueado completa (Batente, guarnição, fechadura e dobradiça)",2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
10615,Prendedor de porta,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
10970,Rodapé,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
11339,Materiais faturamento direto - Brises,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
12541,Materiais faturamento direto - Portas Internas,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
12745,Rodapé Cerâmico,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
1524,Suporte em alumínio para fixação de corrimão,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7567,Esquadrias de alumínio - alçapão,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7572,"Esquadrias de alumínio conforme ABNT NBR 12609, ABNT NBR 14125, ABNT NBR 13756, ABNT NBR 10821-1, ABNT NBR 10821-2, ABNT NBR 10821-3, ABNT NBR 10821-4, ABNT NBR 10821-5, ABNT NBR 15575-4",2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m2
7574,Esquadrias de alumínio - janela,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7575,Esquadrias de alumínio - janela maxim-ar,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7576,Esquadrias de alumínio - janela persiana,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7577,Esquadrias de alumínio - janela veneziana,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7578,Esquadrias de alumínio - porta,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7579,Esquadrias de alumínio - porta janela,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7580,Esquadrias de alumínio - porta veneziana,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7582,Esquadrias de alumínio - portão basculante,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7583,Esquadrias de alumínio - portão de correr,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7584,Esquadrias de alumínio - portão de giro,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7585,Esquadrias de alumínio - vidro fixo,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7613,Guarda corpo de alumínio,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
7615,Guarda corpo de alumínio com vidro,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m²
8369,Brise de alumínio,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
8375,Contramarco de alumínio,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
8376,Corrimão de alumínio,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
10928,Esquadrias de alumínio e vidro - porta,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
10929,Esquadrias de alumínio e vidro - janela,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
11798,Estrutura de alumínio para brise,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
12534,Materiais faturamento direto - Fechamento Externo,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m2
12581,Materiais para Esquadrias de Alumínio - Subestação Urbanização,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
12589,Materiais para Esquadrias Especiais - Subestação Urbanização,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
12940,Execução de Requadro de alumínio para painéis,2,Materiais,2.01.06.01,Serviços de Terceiros,un
1525,Amortecedor,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
1595,Olho mágico,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
5836,Barra roscada zincada,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7379,Parafuso telheiro ,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7404,Porca ,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7405,Arruela ,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7416,Porta cadeado,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7536,Concha,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7537,Dobradiça conforme ABNT NBR 7178,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7538,"Fechadura conforme ABNT NBR 15930-1, ABNT NBR 15930-2",2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7539,Puxador,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7540,Fechadura eletrônica,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7555,Bico de papagaio ,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7556,Fecho de embutir,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7558,Mola hidráulica aérea,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7560,Trinco rolete,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7614,Maçaneta,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7739,Arruela em alumínio,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7740,Chumbador,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7756,Rebite,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,kg
7766,Arruela de latão polido,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7767,Arruela em aço galvanizado,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7768,Cartucho fincapino,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7771,Parafuso,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7772,Pino ,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7773,Pitão com bucha,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7969,Abraçadeira,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7973,Bucha de nylon,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8372,Conjunto de ferragens para portas,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8558,Serviço de serralheria,2,Materiais,2.01.06.01,Serviços de Terceiros,un
8576,Cadeado ,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8577,Corrente  Aço Uso Geral,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
8936,Serviços de Chaveiro,2,Materiais,2.01.06.01,Serviços de Terceiros,vb
9160,União Prolongador para Barra Roscada,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
9236,Arruela em inox,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
9791,Perfil de Aço Galvanizado,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
9872,Serra De Poda,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
10376,Fita de aço,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
10554,Chapa inox,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m2
10777,Mosquetão,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
10778,Guincho,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
10779,Roldana,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
10849,Aço Engenheirado P/ Steel Frame ,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,kg
10952,Caixa de inox,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
11015,Base de aço,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
11057,Barra Roscada em inox ,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
11400,Disco metálico,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
11580,Estribo,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
11583,Cinta Para Poste ,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
11584,Conector Perfurante,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
11585,Fixador de Perfil ,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
11586,Sela Cruzeta,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
11588,Elo Fusível ,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
11684,Botoeira acionador proximidade,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
12448,"Pino com Arruela Cônica 1/4"" x 28 mm",2,Materiais,2.01.07.01,Insumos Aplicados à Obra,cento
12928,Batedor de Porta,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
12929,Prendedores de porta - Vonder,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7521,Bloco cerâmico de vedação,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7522,Bloco cerâmico estrutural,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7528,Canaleta estrutural cerâmica,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7530,Meio bloco cerâmico estrutural,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7533,Tavela cerâmica,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7534,Tijolo cerâmico maciço,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
11332,Materiais faturamento direto - Alvenaria,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
11469,Cobogó,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
12563,Materiais para Alvenaria - Subestação Urbanização,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
1731,Tijolo refratário,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7523,Bloco de concreto celular autoclavado (sical),2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7524,Bloco de concreto de vedação,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7525,Bloco de concreto estrutural,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7526,Canaleta de concreto,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7527,Canaleta de concreto estrutural,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7529,Elemento vazado de concreto,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7531,Meio bloco de concreto de vedação,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7532,Meio bloco de concreto estrutural,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7535,Shaft Modular,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8570,Tijolo maciço de concreto,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
10905,Parede em concreto pré-fabricado,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m2
1795,Caixa de piso em alumínio,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
2256,Quadro de bombas,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
2257,Quadro de comando,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7205,Fita auto-fusão,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7231,Fita plástica,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
7232,Separador de eletrodutos PEAD,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
7410,Extensão monofásica,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8067,"Tampa metálica em ferro fundido, conforme ABNT NBR 10160",2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8114,Bucha em alumínio,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8115,Cabeçote,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8116,"Cabo elétrico, conforme ABNT NBR NM 280, NM 247-1 E NM 247-2, NBR 7288, NBR 7287, NBR 6251, NBR 13248",2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
8117,Caixa de passagem elétrica,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8118,Condulete,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8119,"Disjuntor, conforme ABNT NBR IEC 60947-2, ABNT NBR NM 60898",2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8121,Cabo de cobre rígido,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
8122,Cabo de cobre meio-duro,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
8125,Abraçadeira de nylon,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8126,Abraçadeira de aço,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8127,"Interrptor, conforme ABNT NBR NM 60669-1, ABNT NBR IEC 60669-2-1, ABNT NBR IEC 60669-2-2, ABNT NBR IEC 60669-2-3, ABNT NBR IEC 60669-2-5",2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8128,Cabo de cobre blindado,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
8131,Caixa de luz,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8132,Dispositivo DPS,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8133,"Tubo eletroduto flexível, conforme ABNT NBR 15465",2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
8138,Eletroduto rígido,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
8149,Barramento,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8150,Cabo flexível PVC,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
8151,Curva 90º em aço galvanizado,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8154,Anel de borracha para vedação,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8155,Caixa octogonal,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8156,Conector,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8157,Contador tripolar,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8158,Controlador de ventilador,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8159,Cordão de cobre,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
8160,Curva 135º em aço galvanizado,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8161,Curva 180º roscável,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8162,Curva 45º aço galvanizado ,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8166,Curva 90º roscável,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8172,Dimmer,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8228,Cabo UTP,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
8229,Adaptador para condulete,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8230,Arruela em aço galvanizado,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8231,Base para relé com suporte,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8232,Braço para luminária pública,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8233,Caixa para medição coletiva,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8234,Campainha,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8264,Capacitor,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8265,Carregador USB,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8266,Dispositivo DR,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8267,Junta de vedação,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8268,Luva,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8269,Quadro de distribuição em aço galvanizado,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8270,Quadro de distribuição em PVC,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8271,Tampa para condulete em alumínio,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8272,Tampa para condulete em PVC,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8273,"Tomada, conforme conforme ABNT NBR NM 60669-1, ABNT NBR IEC 60669-2-1, ABNT NBR IEC 60669-2-2, ABNT NBR IEC 60669-2-3, ABNT NBR IEC 60669-2-5 e NBR 14136",2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8274,Espelho (elétrica),2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8275,Fusível,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8276,Grampo,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8277,Isolador,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8278,Tampão para condulete múltiplo,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8279,Sensor,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8280,Quadros sistema VDI,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8281,Pulsador de campainha,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8282,Fio de cobre,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
8283,Lâmpada,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8284,Luminária,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8285,Tampa em alumínio,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8286,Soquete,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8287,Suporte de fixação para espelho,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8288,Reator eletrônico,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8309,Fita isolante,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8310,Gerador,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8311,Haste de aterramento,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8312,HDMI,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8313,Ignitor para lâmpada,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8314,Microduto PEAD,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
8315,Minuteria eletrônica,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8316,Módulo,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8317,Plafon redondo,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8327,Flange,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8344,Cabo PP,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
8348,Cabo coaxial,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
8352,Quadro de medição em alumínio,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8397,Caixa de inspeção,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8398,Caixa de equipotencialização,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8399,"Eletroduto condulete Top - 1""",2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
8400,Quadro de distribuição slim,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
